南池袋三丁目,35.725907,139.711443,東池袋一丁目,35.728169,139.715731,850,1,35.729091,139.71202,,,177,836,-0.2006604078880865
練馬駅,35.738532,139.653981,練馬車庫前,35.738458,139.664845,1100,1,35.738129,139.66077,,,178,1094,0.09944096540428887
高田馬場駅前,35.713342,139.70446,西早稲田,35.70894,139.71698,1300,1,35.711356,139.71078,,,179,1272,0.6096557303794548
落合南長崎駅前,35.722896,139.68367,江原町中野通り,35.729144,139.677992,900,1,35.727012,139.681416,,,180,899,2.315704104209686
東京国際クルーズターミナル駅前,35.622328,139.772184,台場駅前,35.626008,139.771384,510,1,35.624391,139.770534,,,181,511,2.060773626352697
浜園橋,35.661966,139.799499,枝川,35.657814,139.801635,570,1,35.660262,139.800719,,,182,561,0.014351561350788626
西早稲田,35.70894,139.71698,早大正門,35.708644,139.72169,690,1,35.706848,139.718773,,,183,1004,nan
ホテル椿山荘東京前,35.713781,139.725911,日本女子大前,35.716055,139.719966,590,1,35.715055,139.724506,,,184,615,0.4374808075145017
本郷三丁目駅前,35.70757,139.75966,湯島三丁目,35.708415,139.768288,800,1,35.707469,139.76476,,,185,819,0.29923227020346543
江古田二又,35.73630679,139.672284,練馬車庫前,35.738301,139.664019,800,1,35.737596,139.668229,,,186,802,1.3340861146024587
台場駅前,35.626008,139.771384,台場二丁目,35.628593,139.775986,500,1,35.627799,139.774716,,,187,505,0.33461250641392654
一之江駅前,35.685966,139.883569,今井児童交通公園前,35.680732,139.887202,1000,1,35.68286933,139.8886784,,,188,1003,0.6189709330231086
勝どき駅前,35.658615,139.778218,築地七丁目,35.665148,139.775951,970,1,35.660462,139.776323,,,189,949,0.1393266218230189
西落合一丁目,35.723034,139.679787,江古田一丁目,35.72376,139.67173,750,1,35.723548,139.675723,,,190,759,nan
曙橋,35.692515,139.721886,薬王寺町,35.696049,139.72509,550,1,35.694357,139.72444,,,191,560,0.4077548221247855
東新宿駅前,35.697963,139.707994,抜弁天,35.697819,139.712824,440,1,35.697785,139.709882,,,192,436,0.44717672310085027
新宿五丁目,35.692737,139.704143,新宿駅西口,35.691901,139.699255,660,2,35.693269,139.701917,,,193,660,-1.0797096247237914
明石町,35.668886,139.77859,鉄砲洲,35.672075,139.780009,380,1,35.670569,139.779105,,,194,375,-0.06711504296948244
目白駅前,35.721877,139.706348,目白警察署前,35.720035,139.710851,460,1,35.720911,139.708208,,,195,458,nan
江戸川区役所前,35.706995,139.86787,東小松川一丁目,35.699395,139.867917,800,1,35.702312,139.868005,,,196,846,0.1844514961686655
西一之江四丁目,35.695008,139.872556,一之江五丁目,35.690635,139.878347,720,1,35.692307,139.876121,,,197,714,0.8961762186660278
太平一丁目,35.70098,139.810088,太平三丁目,35.700184,139.814863,550,1,35.701114,139.812254,,,198,535,0.1860335343368021
